SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,ITEM_Description,ITEM_Status
DCS-01,IN,RB07-RS03F-F RMBDI06:2-RM06F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S02F-F SMBAOR05-M01F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S04R-F RMBDOR27:1-M05R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S04R-F RMBDOR27:2-M05R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S06F-F SMBAIR06-M06R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S06R-F RMBDOR23:1-M07R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S06R-F RMBDOR23:2-M07R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S08F-F SMBAOR07-M08F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S08R-F RMBDO17:1-M10R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB07-S08R-F RMBDO17:2-M10R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB08-S02R-F SMBDO14:1-M01R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB08-S02R-F SMBDO14:2-M01R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB08-S04F-F TBAI11-M05F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB09-S06F-F TBAI07-M07F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS01F-F RMBDI09:1-RM02R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS01F-F RMBDI09:2-RM02R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS01R-F RMBDO22:1-RM03R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS01R-F RMBDO22:2-RM03R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS02F-F RMBDO07:1-RM04R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS02F-F RMBDO07:2-RM04R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS03F-F RMBDI07:1-RM06F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-RS03F-F RMBDI07:2-RM06R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-S04F-F TBAI12-M05F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-S08R-F RMBDOR18:1-M10R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB10-S08R-F RMBDOR18:2-M10R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S02F-F SMBAOR06-M01F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S04R-F SMBDO28:1-M04R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S04R-F SMBDO28:2-M04R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S06F-F TBAI08-M07F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S06R-F RMBDOR24:1-M07R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S06R-F RMBDOR24:2-M07R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB11-S08F-F TBAOR08-M10F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB12-S04F-F TBAI13-M05F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB13-RS01F-F RMBDI10:1-RM03F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB13-RS01F-F RMBDI10:2-RM03F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB13-S06F-F TBAI09-M07F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB14-S04F-F TBAI14-M05F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB14-S04R-F RMBDO29:1-M05R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB14-S04R-F RMBDO29:2-M05R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB14-S06R-F RMBDOR25:1-M07F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB14-S06R-F RMBDOR25:2-M07F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB15-S06F-F TBAI10-M07F-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB17-S06R-F RMBDO26:1-M06R-F,CABLE,CABLE(NA),0%
DCS-01,IN,RB17-S06R-F RMBDO26:2-M06R-F,CABLE,CABLE(NA),0%
FGS-05,IN,RHS-2003,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-2026,Fire Fighting,Fire Fighting(RHS),0%
FGS-04,IN,RHS-3001,Fire Fighting,Fire Fighting(RHS),0%
FGS-06,IN,RHS-3002A,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-5001A,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-5001B,Fire Fighting,Fire Fighting(RHS),0%
FGS-01,IN,RHS-5002A,Fire Fighting,Fire Fighting(RHS),0%
FGS-01,IN,RHS-5002B,Fire Fighting,Fire Fighting(RHS),0%
FGS-01,IN,RHS-5002C,Fire Fighting,Fire Fighting(RHS),0%
FGS-01,IN,RHS-5002D,Fire Fighting,Fire Fighting(RHS),0%
FGS-01,IN,RHS-5003,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-5004,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-5005A,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-5005B,Fire Fighting,Fire Fighting(RHS),0%
FGS-05,IN,RHS-5009,Fire Fighting,Fire Fighting(RHS),0%
FGS-05,IN,RHS-5011,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-9051,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-9052,Fire Fighting,Fire Fighting(RHS),0%
FGS-03,IN,RHS-9053,Fire Fighting,Fire Fighting(RHS),0%
3000-04,IN,RO-20201,Instrument(RO),Instrument(RO),0%
3000-04,IN,RO-20202,Instrument(RO),Instrument(RO),0%
2000-05,IN,RO-20601A,Instrument(RO),Instrument(RO),0%
2000-05,IN,RO-20601B,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-30201A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-30202A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50201A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50201B,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50202A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50202B,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50203A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50203B,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50204A,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50204B,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50205A,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50205B,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50206A,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50206B,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50207A,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50207B,Instrument(RO),Instrument(RO),0%
5000-04,IN,RO-50208A,Instrument(RO),Instrument(RO),0%
5000-04,IN,RO-50208B,Instrument(RO),Instrument(RO),0%
4000-04,IN,RO-50209A,Instrument(RO),Instrument(RO),0%
4000-04,IN,RO-50209B,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50210A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50210B,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50211A,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50211B,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50212A,Instrument(RO),Instrument(RO),0%
5000-02,IN,RO-50212B,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50213A,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50213B,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50214A,Instrument(RO),Instrument(RO),0%
5000-03,IN,RO-50214B,Instrument(RO),Instrument(RO),0%
5000-04,IN,RO-50215A,Instrument(RO),Instrument(RO),0%
5000-04,IN,RO-50215B,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50216A,Instrument(RO),Instrument(RO),0%
5000-01,IN,RO-50216B,Instrument(RO),Instrument(RO),0%
4000-04,IN,RO-70257A,Instrument(RO),Instrument(RO),0%
4000-04,IN,RO-70257B,Instrument(RO),Instrument(RO),0%
4000-04,IN,RO-70257C,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-70301A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-70301B,Instrument(RO),Instrument(RO),0%
1000-03,IN,RO-70302A,Instrument(RO),Instrument(RO),0%
1000-03,IN,RO-70302B,Instrument(RO),Instrument(RO),0%
7000-01,IN,RO-71201A,Instrument(RO),Instrument(RO),0%
7000-01,IN,RO-71201B,Instrument(RO),Instrument(RO),0%
7000-01,IN,RO-71202A,Instrument(RO),Instrument(RO),0%
7000-01,IN,RO-71202B,Instrument(RO),Instrument(RO),0%
7000-01,IN,RO-7162,Instrument(RO),Instrument(RO),DONE
7000-01,IN,RO-7164,Instrument(RO),Instrument(RO),DONE
4000-06,IN,RO-75201A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75201B,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75202A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75202B,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75203A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75203B,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75204A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75205A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75206A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75207A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-75207B,Instrument(RO),Instrument(RO),0%
4000-08,IN,RO-8001,Instrument(RO),Instrument(RO),DONE
4000-08,IN,RO-8002,Instrument(RO),Instrument(RO),DONE
4000-08,IN,RO-8003,Instrument(RO),Instrument(RO),DONE
4000-08,IN,RO-80201A,Instrument(RO),Instrument(RO),0%
4000-08,IN,RO-80201B,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-8411,Instrument(RO),Instrument(RO),DONE
1000-04,IN,RO-84117,Instrument(RO),Instrument(RO),DONE
4000-06,IN,RO-8412,Instrument(RO),Instrument(RO),DONE
4000-06,IN,RO-84301A,Instrument(RO),Instrument(RO),0%
4000-06,IN,RO-84301B,Instrument(RO),Instrument(RO),0%
FGS-02,IN,RO-9001A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9001B,Instrument(RO),Fire Fighting(RO),0%
FGS-04,IN,RO-9002A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9002B,Instrument(RO),Fire Fighting(RO),0%
FGS-04,IN,RO-9003A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9003B,Instrument(RO),Fire Fighting(RO),50%
FGS-05,IN,RO-9004A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9004B,Instrument(RO),Fire Fighting(RO),0%
FGS-05,IN,RO-9005A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9005B,Instrument(RO),Fire Fighting(RO),0%
FGS-04,IN,RO-9006A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9006B,Instrument(RO),Fire Fighting(RO),0%
FGS-02,IN,RO-9007A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9007B,Instrument(RO),Fire Fighting(RO),0%
FGS-04,IN,RO-9008A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9008B,Instrument(RO),Fire Fighting(RO),50%
FGS-04,IN,RO-9009A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9009B,Instrument(RO),Fire Fighting(RO),50%
FGS-03,IN,RO-9010A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9010B,Instrument(RO),Fire Fighting(RO),0%
FGS-03,IN,RO-9011A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9011B,Instrument(RO),Fire Fighting(RO),0%
FGS-03,IN,RO-9012A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9012B,Instrument(RO),Fire Fighting(RO),50%
FGS-03,IN,RO-9013A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9013B,Instrument(RO),Fire Fighting(RO),50%
FGS-03,IN,RO-9014A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9014B,Instrument(RO),Fire Fighting(RO),50%
FGS-03,IN,RO-9015A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9015B,Instrument(RO),Fire Fighting(RO),50%
FGS-03,IN,RO-9016A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9016B,Instrument(RO),Fire Fighting(RO),50%
FGS-03,IN,RO-9017A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9017B,Instrument(RO),Fire Fighting(RO),50%
FGS-04,IN,RO-9018A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9018B,Instrument(RO),Fire Fighting(RO),50%
FGS-02,IN,RO-9019A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9019B,Instrument(RO),Fire Fighting(RO),0%
FGS-04,IN,RO-9020A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9020B,Instrument(RO),Fire Fighting(RO),50%
FGS-02,IN,RO-9021A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9021B,Instrument(RO),Fire Fighting(RO),50%
FGS-05,IN,RO-9022A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9022B,Instrument(RO),Fire Fighting(RO),50%
FGS-05,IN,RO-9023A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9023B,Instrument(RO),Fire Fighting(RO),0%
FGS-02,IN,RO-9024A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9024B,Instrument(RO),Fire Fighting(RO),0%
FGS-02,IN,RO-9025A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9025B,Instrument(RO),Fire Fighting(RO),50%
FGS-02,IN,RO-9026A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9026B,Instrument(RO),Fire Fighting(RO),50%
FGS-02,IN,RO-9027A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9027B,Instrument(RO),Fire Fighting(RO),50%
FGS-02,IN,RO-9028A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9028B,Instrument(RO),Fire Fighting(RO),50%
FGS-02,IN,RO-9029A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9029B,Instrument(RO),Fire Fighting(RO),50%
FGS-04,IN,RO-9030A,Instrument(RO),Fire Fighting(RO),DONE
4000-14,IN,RO-9030B,Instrument(RO),Fire Fighting(RO),50%
4000-14,IN,RO-9058,Instrument(RO),Fire Fighting(RO),0%
4000-14,IN,RO-9059,Instrument(RO),Fire Fighting(RO),0%
4000-14,IN,RO-9060,Instrument(RO),Fire Fighting(RO),0%
BLD-01,CV,Roof(BLD-01),08-Roof,Roof(BLD-01),DONE
BLD-02,CV,Roof(BLD-02),08-Roof,Roof structure and waterproofing,DONE
BLD-03,CV,Roof(BLD-03),08-Roof,Roof(BLD-03),0%
BLD-04,CV,Roof(BLD-04),08-Roof,Roof(BLD-04),DONE
BLD-05,CV,Roof(BLD-05),08-Roof,Roof(BLD-05),0%
BLD-06,CV,Roof(BLD-06),08-Roof,Roof(BLD-06),DONE
BLD-07,CV,Roof(BLD-07),08-Roof,Roof(BLD-07),DONE
LS-03,EL,S01(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S01(LS-04),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-05,EL,S01(LS-05),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-14,EL,S01(LS-14),Switch,One Pole Two Way Switch Surface Mounted- EX,DONE
LS-14,EL,S01(LS-14)-FJB01,Lighting Cable,Cable of One Pole Two Way Switch Surface Mounted- EX,DONE
LS-03,EL,S01-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S02(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S02(LS-04),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-05,EL,S02(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-14,EL,S02(LS-14),Switch,One Pole Two Way Switch Surface Mounted- EX,DONE
LS-14,EL,S02(LS-14)-FJB01,Lighting Cable,Cable of One Pole Two Way Switch Surface Mounted- EX,DONE
LS-03,EL,S02-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S03(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S03(LS-04),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-05,EL,S03(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-14,EL,S03(LS-14),Switch,One Pole Two Way Switch Surface Mounted- EX,DONE
LS-14,EL,S03(LS-14)-FJB01,Lighting Cable,Cable of One Pole Two Way Switch Surface Mounted- EX,DONE
LS-03,EL,S03-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S04(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S04(LS-04),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-05,EL,S04(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-14,EL,S04(LS-14),Switch,One Pole Two Way Switch Surface Mounted- EX,DONE
LS-14,EL,S04(LS-14)-FJB01,Lighting Cable,Cable of One Pole Two Way Switch Surface Mounted- EX,DONE
LS-03,EL,S04-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S05(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S05(LS-04),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-05,EL,S05(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-14,EL,S05(LS-14),Switch,One Pole Two Way Switch Surface Mounted- EX,DONE
LS-14,EL,S05(LS-14)-FJB01,Lighting Cable,Cable of One Pole Two Way Switch Surface Mounted- EX,DONE
LS-03,EL,S05-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S06(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S06(LS-04),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-05,EL,S06(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-14,EL,S06(LS-14),Switch,One Pole Two Way Switch Surface Mounted- EX,DONE
LS-14,EL,S06(LS-14)-FJB01,Lighting Cable,Cable of One Pole Two Way Switch Surface Mounted- EX,DONE
LS-03,EL,S06-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S07(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S07(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S07(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S07-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S08(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S08(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S08(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S08-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S09(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S09(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S09(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S09-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S10(LS-03),Switch,One Pole Two Way Switch Surface Mounted,DONE
LS-04,EL,S10(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S10(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S10-FJB,Lighting Cable,One Pole Two Way Switch Surface Mounted,DONE
LS-03,EL,S11(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S11(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S11(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S11-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S12(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S12(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S12(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S12-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S13(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S13(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S13(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S13-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S14(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S14(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S14(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S14-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S15(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S15(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S15(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S15-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S16(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S16(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S16(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S16-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S17(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S17(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S17(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S17-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S18(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S18(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S18(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S18-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S19(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S19(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S19(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S19-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S20(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S20(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S20(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S20-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S21(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S21(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S21(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S21-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S22(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S22(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S22(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S22-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S23(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S23(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S23(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S23-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S24(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S24(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S24(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S24-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S25(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S25(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S25(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S25-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S26(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S26(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S26(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S26-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S27(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S27(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S27(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S27-FJB,Lighting Cable,One Pole Switch Surface Mounted| WP,DONE
LS-03,EL,S28(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S28(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S28(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-03,EL,S29(LS-03),Switch,One Pole Switch Surface Mounted- WP,DONE
LS-04,EL,S29(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S29(LS-05),Switch,One Pole Switch Flush Mounted,0%
LS-04,EL,S30(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S30(LS-05),Switch,One Pole Switch Surface Mounted- WP,0%
LS-04,EL,S31(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S31(LS-05),Switch,One Pole Switch Surface Mounted- WP,0%
LS-04,EL,S32(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S32(LS-05),Switch,One Pole Switch Surface Mounted- WP,0%
LS-04,EL,S33(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S33(LS-05),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-04,EL,S34(LS-04),Switch,One Pole Switch Flush Mounted,0%
LS-05,EL,S34(LS-05),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-04,EL,S35(LS-04),Switch,One Pole Switch Surface Mounted- WP,0%
LS-05,EL,S35(LS-05),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-04,EL,S36(LS-04),Switch,One Pole Switch Surface Mounted- WP,0%
LS-05,EL,S36(LS-05),Switch,One Pole Two Way Switch Flush Mounted,0%
LS-04,EL,S37,Switch,One Pole Switch Flush Mounted,0%
