SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
3000-01,IN,TE-30105B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29603
3000-01,IN,TE-30105B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29604
3000-01,IN,TE-30106A,Instrument(TE),A,Calibration Shall Be Done.,PL-29605
3000-01,IN,TE-30106A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29606
3000-01,IN,TE-30106A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29607
3000-01,IN,TE-30106B,Instrument(TE),A,Calibration Shall Be Done.,PL-29608
3000-01,IN,TE-30106B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29609
3000-01,IN,TE-30106B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29610
3000-01,IN,TE-30107A,Instrument(TE),A,Calibration Shall Be Done.,PL-29611
3000-01,IN,TE-30107A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29612
3000-01,IN,TE-30107A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29613
3000-01,IN,TE-30107B,Instrument(TE),A,Calibration Shall Be Done.,PL-29614
3000-01,IN,TE-30107B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29615
3000-01,IN,TE-30107B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29616
3000-01,IN,TE-30108A,Instrument(TE),A,Calibration Shall Be Done.,PL-29617
3000-01,IN,TE-30108A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29618
3000-01,IN,TE-30108A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29619
3000-01,IN,TE-30108B,Instrument(TE),A,Calibration Shall Be Done.,PL-29620
3000-01,IN,TE-30108B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29621
3000-01,IN,TE-30108B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29622
3000-01,IN,TE-30109A,Instrument(TE),A,Calibration Shall Be Done.,PL-29623
3000-01,IN,TE-30109A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29624
3000-01,IN,TE-30109A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29625
3000-01,IN,TE-30109B,Instrument(TE),A,Calibration Shall Be Done.,PL-29626
3000-01,IN,TE-30109B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29627
3000-01,IN,TE-30109B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29628
3000-01,IN,TE-30110A,Instrument(TE),A,Calibration Shall Be Done.,PL-29629
3000-01,IN,TE-30110A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29630
3000-01,IN,TE-30110A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29631
3000-01,IN,TE-30110B,Instrument(TE),A,Calibration Shall Be Done.,PL-29632
3000-01,IN,TE-30110B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29633
3000-01,IN,TE-30110B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29634
3000-01,IN,TE-30111A,Instrument(TE),A,Calibration Shall Be Done.,PL-29635
3000-01,IN,TE-30111A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29636
3000-01,IN,TE-30111A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29637
3000-01,IN,TE-30111B,Instrument(TE),A,Calibration Shall Be Done.,PL-29638
3000-01,IN,TE-30111B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29639
3000-01,IN,TE-30111B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29640
3000-01,IN,TE-30112A,Instrument(TE),A,Calibration Shall Be Done.,PL-29641
3000-01,IN,TE-30112A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29642
3000-01,IN,TE-30112A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29643
3000-01,IN,TE-30112B,Instrument(TE),A,Calibration Shall Be Done.,PL-29644
3000-01,IN,TE-30112B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29645
3000-01,IN,TE-30112B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29646
3000-01,IN,TE-30113A,Instrument(TE),A,Calibration Shall Be Done.,PL-29647
3000-01,IN,TE-30113A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29648
3000-01,IN,TE-30113A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29649
3000-01,IN,TE-30113B,Instrument(TE),A,Calibration Shall Be Done.,PL-29650
3000-01,IN,TE-30113B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29651
3000-01,IN,TE-30113B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29652
3000-01,IN,TE-30114A,Instrument(TE),A,Calibration Shall Be Done.,PL-29653
3000-01,IN,TE-30114A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29654
3000-01,IN,TE-30114A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29655
3000-01,IN,TE-30114B,Instrument(TE),A,Calibration Shall Be Done.,PL-29656
3000-01,IN,TE-30114B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29657
3000-01,IN,TE-30114B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29658
3000-01,IN,TE-30115A,Instrument(TE),A,Calibration Shall Be Done.,PL-29659
3000-01,IN,TE-30115A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29660
3000-01,IN,TE-30115A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29661
3000-01,IN,TE-30115B,Instrument(TE),A,Calibration Shall Be Done.,PL-29662
3000-01,IN,TE-30115B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29663
3000-01,IN,TE-30115B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29664
3000-01,IN,TE-30116A,Instrument(TE),A,Calibration Shall Be Done.,PL-29665
3000-01,IN,TE-30116A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29666
3000-01,IN,TE-30116A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29667
3000-01,IN,TE-30116B,Instrument(TE),A,Calibration Shall Be Done.,PL-29668
3000-01,IN,TE-30116B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29669
3000-01,IN,TE-30116B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29670
3000-01,IN,TE-30135A,Instrument(TE),A,Calibration Shall Be Done.,PL-29671
3000-01,IN,TE-30135A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29672
3000-01,IN,TE-30135A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29673
3000-01,IN,TE-30135B,Instrument(TE),A,Calibration Shall Be Done.,PL-29674
3000-01,IN,TE-30135B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29675
3000-01,IN,TE-30135B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29676
3000-01,IN,TE-30140A,Instrument(TE),A,Calibration Shall Be Done.,PL-29677
3000-01,IN,TE-30140A,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29678
3000-01,IN,TE-30140A,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29679
3000-01,IN,TE-30140B,Instrument(TE),A,Calibration Shall Be Done.,PL-29680
3000-01,IN,TE-30140B,Instrument(TE),C,PRESERVATION SHALL BE DONE,PL-29681
3000-01,IN,TE-30140B,Instrument(TE),C,Cleaning SHALL BE DONE,PL-29682
3000-01,IN,TE-3044(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-23546
3000-02,IN,TE-3045(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-22969
3000-02,IN,TE-3084(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-22970
3000-03,IN,TE-3119(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-22973
3000-03,IN,TE-3121(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-22974
3000-03,IN,TE-3142(TE),Instrument(TE),C,Preservation Should Be Done.,PL-21963
3000-03,IN,TE-3144(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-23548
3000-03,IN,TE-3145(TE),Instrument(TE),C,Preservation Should Be Done.,PL-21964
3000-03,IN,TE-3147(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-23549
3000-03,IN,TE-3148(TE),Instrument(TE),C,Preservation Should Be Done.,PL-21965
3000-03,IN,TE-3150(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-23550
3000-03,IN,TE-3194(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-23356
3000-03,IN,TE-3198(TE),Instrument(TE),C,PRESERVATION SHOULD BE DONE.,PL-23357
5000-01,IN,TE-5045(TE),Instrument(TE),C,Preservation should be done.,PL-22375
5000-02,IN,TE-5167(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26821
5000-02,IN,TE-5171(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26822
5000-02,IN,TE-5173(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26823
5000-02,IN,TE-5174(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26824
5000-02,IN,TE-5175(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26825
5000-02,IN,TE-5177(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26826
5000-02,IN,TE-5180(NA),CABLE,B,TAG NO (S.S) SHALL BE INSTALLED.,PL-26827
5000-02,IN,TE-5208(TE),Instrument(TE),C,Preservation should be done.,PL-22376
4000-03,IN,TE-7074(TE),Instrument(TE),C,Preservation should be done.,PL-22373
2000-02,IN,TG-20101,Instrument(TG),A,Calibration Shall Be Done.,PL-29102
2000-02,IN,TG-20101,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29103
2000-02,IN,TG-20101,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29104
2000-02,IN,TG-20103,Instrument(TG),A,Calibration Shall Be Done.,PL-29105
2000-02,IN,TG-20103,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29106
2000-02,IN,TG-20103,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29107
2000-02,IN,TG-20104,Instrument(TG),A,Calibration Shall Be Done.,PL-29108
2000-02,IN,TG-20104,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29109
2000-02,IN,TG-20104,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29110
2000-02,IN,TG-20105,Instrument(TG),A,Calibration Shall Be Done.,PL-29111
2000-02,IN,TG-20105,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29112
2000-02,IN,TG-20105,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29113
2000-02,IN,TG-20153,Instrument(TG),A,Calibration Shall Be Done.,PL-29297
2000-02,IN,TG-20153,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29298
2000-02,IN,TG-20153,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29299
2000-02,IN,TG-20154,Instrument(TG),A,Calibration Shall Be Done.,PL-29300
2000-02,IN,TG-20154,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29301
2000-02,IN,TG-20154,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29302
2000-02,IN,TG-20155,Instrument(TG),A,Calibration Shall Be Done.,PL-29303
2000-02,IN,TG-20155,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29304
2000-02,IN,TG-20155,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29305
3000-04,IN,TG-20201,Instrument(TG),A,Calibration Shall Be Done.,PL-28612
3000-04,IN,TG-20201,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28613
3000-04,IN,TG-20201,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28614
3000-04,IN,TG-20203,Instrument(TG),A,Calibration Shall Be Done.,PL-28615
3000-04,IN,TG-20203,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28616
3000-04,IN,TG-20203,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28617
3000-04,IN,TG-20205,Instrument(TG),A,Calibration Shall Be Done.,PL-28618
3000-04,IN,TG-20205,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28619
3000-04,IN,TG-20205,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28620
3000-04,IN,TG-20208,Instrument(TG),A,Calibration Shall Be Done.,PL-28621
3000-04,IN,TG-20208,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28622
3000-04,IN,TG-20208,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28623
3000-04,IN,TG-20213,Instrument(TG),A,Calibration Shall Be Done.,PL-28624
3000-04,IN,TG-20213,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28625
3000-04,IN,TG-20213,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28626
3000-04,IN,TG-20214,Instrument(TG),A,Calibration Shall Be Done.,PL-28627
3000-04,IN,TG-20214,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28628
3000-04,IN,TG-20214,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28629
3000-04,IN,TG-20215,Instrument(TG),A,Calibration Shall Be Done.,PL-28630
3000-04,IN,TG-20215,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28631
3000-04,IN,TG-20215,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28632
3000-04,IN,TG-20216,Instrument(TG),A,Calibration Shall Be Done.,PL-28633
3000-04,IN,TG-20216,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28634
3000-04,IN,TG-20216,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28635
3000-04,IN,TG-20217,Instrument(TG),A,Calibration Shall Be Done.,PL-28636
3000-04,IN,TG-20217,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28637
3000-04,IN,TG-20217,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28638
3000-04,IN,TG-20219,Instrument(TG),A,Calibration Shall Be Done.,PL-28639
3000-04,IN,TG-20219,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28640
3000-04,IN,TG-20219,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28641
3000-04,IN,TG-20224,Instrument(TG),A,Calibration Shall Be Done.,PL-28642
3000-04,IN,TG-20224,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28643
3000-04,IN,TG-20224,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28644
3000-04,IN,TG-20224,Instrument(TG),A,DEVICE IS DAMAGE.,PL-28645
3000-04,IN,TG-20225,Instrument(TG),A,Calibration Shall Be Done.,PL-28646
3000-04,IN,TG-20225,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28647
3000-04,IN,TG-20225,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28648
3000-04,IN,TG-20228,Instrument(TG),A,Calibration Shall Be Done.,PL-28649
3000-04,IN,TG-20228,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28650
3000-04,IN,TG-20228,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28651
3000-04,IN,TG-20229,Instrument(TG),A,Calibration Shall Be Done.,PL-28652
3000-04,IN,TG-20229,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28653
3000-04,IN,TG-20229,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28654
3000-04,IN,TG-20240,Instrument(TG),A,Calibration Shall Be Done.,PL-28655
3000-04,IN,TG-20240,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28656
3000-04,IN,TG-20240,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28657
3000-04,IN,TG-20241,Instrument(TG),A,Calibration Shall Be Done.,PL-28658
3000-04,IN,TG-20241,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28659
3000-04,IN,TG-20241,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28660
3000-01,IN,TG-30131,Instrument(TG),A,Calibration Shall Be Done.,PL-29683
3000-01,IN,TG-30131,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29684
3000-01,IN,TG-30131,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29685
3000-01,IN,TG-30131,Instrument(TG),B,HANGING TAG SHALL BE DONE.,PL-29686
3000-01,IN,TG-30132,Instrument(TG),A,Calibration Shall Be Done.,PL-29687
3000-01,IN,TG-30132,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29688
3000-01,IN,TG-30132,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29689
3000-01,IN,TG-30134,Instrument(TG),A,Calibration Shall Be Done.,PL-29690
3000-01,IN,TG-30134,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29691
3000-01,IN,TG-30134,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29692
3000-01,IN,TG-30139,Instrument(TG),A,Calibration Shall Be Done.,PL-29693
3000-01,IN,TG-30139,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-29694
3000-01,IN,TG-30139,Instrument(TG),C,Cleaning SHALL BE DONE,PL-29695
4000-08,IN,TG-80132A,Instrument(TG),A,DEVICE IS DAMAGE.,PL-28954
4000-08,IN,TG-80132B,Instrument(TG),A,Calibration Shall Be Done.,PL-28854
4000-08,IN,TG-80132B,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28855
4000-08,IN,TG-80132B,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28856
4000-08,IN,TG-80138A,Instrument(TG),A,Calibration Shall Be Done.,PL-28955
4000-08,IN,TG-80138A,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28956
4000-08,IN,TG-80138A,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28957
4000-08,IN,TG-80138A,Instrument(TG),B,HANGING TAG SHALL BE DONE.,PL-28958
4000-08,IN,TG-80138B,Instrument(TG),A,Calibration Shall Be Done.,PL-28857
4000-08,IN,TG-80138B,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28858
4000-08,IN,TG-80138B,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28859
4000-08,IN,TG-80140A,Instrument(TG),A,Calibration Shall Be Done.,PL-28959
4000-08,IN,TG-80140A,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28960
4000-08,IN,TG-80140A,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28961
4000-08,IN,TG-80140A,Instrument(TG),B,HANGING TAG SHALL BE DONE.,PL-28962
4000-08,IN,TG-80140B,Instrument(TG),A,Calibration Shall Be Done.,PL-28860
4000-08,IN,TG-80140B,Instrument(TG),C,PRESERVATION SHALL BE DONE,PL-28861
4000-08,IN,TG-80140B,Instrument(TG),C,Cleaning SHALL BE DONE,PL-28862
4000-06,MES,TK-8401,005-Tank(TK),C,ALL FLANGE AND TOP CAP BOLT AND NUT MISSED,PL-02571
4000-06,MES,TK-8401,005-Tank(TK),C,Some points need touch up,PL-02548
4000-06,MES,TK-8402,005-Tank(TK),C,Some points need touch up,PL-02549
4000-06,MES,TK-8402,005-Tank(TK),C,ALL FLANGE AND TOP CAP BOLT AND NUT MISSED,PL-02572
2000-02,IN,TRV-20101,Instrument(TRV),A,Calibration Shall Be Done.,PL-29114
2000-02,IN,TRV-20101,Instrument(TRV),C,PRESERVATION SHALL BE DONE,PL-29115
2000-02,IN,TRV-20101,Instrument(TRV),C,Cleaning SHALL BE DONE,PL-29116
2000-02,IN,TRV-20102,Instrument(TRV),A,Calibration Shall Be Done.,PL-29117
2000-02,IN,TRV-20102,Instrument(TRV),C,PRESERVATION SHALL BE DONE,PL-29118
2000-02,IN,TRV-20102,Instrument(TRV),C,Cleaning SHALL BE DONE,PL-29119
2000-02,IN,TRV-20151,Instrument(TRV),A,Calibration Shall Be Done.,PL-29306
2000-02,IN,TRV-20151,Instrument(TRV),C,PRESERVATION SHALL BE DONE,PL-29307
2000-02,IN,TRV-20151,Instrument(TRV),C,Cleaning SHALL BE DONE,PL-29308
2000-02,IN,TRV-20152,Instrument(TRV),A,Calibration Shall Be Done.,PL-29309
2000-02,IN,TRV-20152,Instrument(TRV),C,PRESERVATION SHALL BE DONE,PL-29310
2000-02,IN,TRV-20152,Instrument(TRV),C,Cleaning SHALL BE DONE,PL-29311
2000-04,IN,TSE-2356A(TSE),Instrument(TSE),C,PRESERVATION SHALL BE DONE.,PL-26792
2000-04,IN,TSE-2356B(TSE),Instrument(TSE),C,PRESERVATION SHALL BE DONE.,PL-26793
2000-04,IN,TSE-2356C(TSE),Instrument(TSE),C,PRESERVATION SHALL BE DONE.,PL-26794
2000-03,IN,TST-2047A(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24382
2000-03,IN,TST-2047A(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24385
2000-03,IN,TST-2047A(TST),Instrument(TST),A,SUN SHADE SHALL BE INSTALL.,PL-24388
2000-03,IN,TST-2047B(TST),Instrument(TST),A,SUN SHADE SHALL BE INSTALL.,PL-24389
2000-03,IN,TST-2047B(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24386
2000-03,IN,TST-2047B(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24383
2000-03,IN,TST-2047C(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24384
2000-03,IN,TST-2047C(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24387
2000-03,IN,TST-2047C(TST),Instrument(TST),A,SUN SHADE SHALL BE INSTALL.,PL-24390
2000-02,IN,TST-2221A(NA),CABLE,B,HEAT SHRINK IS NOT HEATED,PL-27413
2000-02,IN,TST-2221A(NA),CABLE,A,CORE NUMBER IS NOT HEATED AND FIXED PROPERLY,PL-27387
2000-02,IN,TST-2221A(NA),CABLE,A,WIRE CONNECTION SHALL BE DONE,PL-27465
2000-02,IN,TST-2221A(NA),CABLE,A,EARTH GLAND (EARTH LUG) SHALLBE INSTALLED,PL-27439
2000-02,IN,TST-2221A(NA),CABLE,A,CORE NUMBER HEATED AND FIXED PROPERLY,PL-27491
2000-02,IN,TST-2221A(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24771
2000-02,IN,TST-2221A(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24782
2000-02,IN,TST-2221B(NA),CABLE,A,CORE NUMBER HEATED AND FIXED PROPERLY,PL-27492
2000-02,IN,TST-2221B(NA),CABLE,A,EARTH GLAND (EARTH LUG) SHALLBE INSTALLED,PL-27440
2000-02,IN,TST-2221B(NA),CABLE,A,WIRE CONNECTION SHALL BE DONE,PL-27466
2000-02,IN,TST-2221B(NA),CABLE,A,CORE NUMBER IS NOT HEATED AND FIXED PROPERLY,PL-27388
2000-02,IN,TST-2221B(NA),CABLE,B,HEAT SHRINK IS NOT HEATED,PL-27414
2000-02,IN,TST-2221B(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24783
2000-02,IN,TST-2221B(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24772
2000-02,IN,TST-2221C(NA),CABLE,B,HEAT SHRINK IS NOT HEATED,PL-27415
2000-02,IN,TST-2221C(NA),CABLE,A,CORE NUMBER IS NOT HEATED AND FIXED PROPERLY,PL-27389
2000-02,IN,TST-2221C(NA),CABLE,A,WIRE CONNECTION SHALL BE DONE,PL-27467
2000-02,IN,TST-2221C(NA),CABLE,A,EARTH GLAND (EARTH LUG) SHALLBE INSTALLED,PL-27441
2000-02,IN,TST-2221C(NA),CABLE,A,CORE NUMBER HEATED AND FIXED PROPERLY,PL-27493
2000-02,IN,TST-2221C(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24773
2000-02,IN,TST-2221C(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24784
2000-03,IN,TST-2325A(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24276
2000-03,IN,TST-2325A(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24286
2000-03,IN,TST-2325B(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24287
2000-03,IN,TST-2325B(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24277
2000-03,IN,TST-2325C(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24278
2000-03,IN,TST-2325C(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24288
2000-03,IN,TST-2329A(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24289
2000-03,IN,TST-2329A(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24279
2000-03,IN,TST-2329B(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24280
2000-03,IN,TST-2329B(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24290
2000-03,IN,TST-2329C(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24291
2000-03,IN,TST-2329C(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24281
2000-03,IN,TST-2333A(NA),CABLE,A,EARTH CABLE(ARMORE) SHALL BE INSTALLED.,PL-25617
2000-03,IN,TST-2333A(NA),CABLE,B,CABLE TAG SHALL BE DONE.,PL-25596
2000-03,IN,TST-2333A(NA),CABLE,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25575
2000-03,IN,TST-2333A(NA),CABLE,A,CORE NUMBER IS NOT HEATED AND FIXED PROPERLY.,PL-25684
2000-03,IN,TST-2333A(NA),CABLE,A,CORE NUMBER SHALL BE INSTALLED.,PL-25726
2000-03,IN,TST-2333A(NA),CABLE,B,CABLE ARRANGEMENT IN JB SHALL BE DONE.,PL-25705
2000-03,IN,TST-2333A(NA),CABLE,A,EARTH JUMPER GLAND SHALL BE INSTALLED.,PL-25747
2000-03,IN,TST-2333A(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24282
2000-03,IN,TST-2333A(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24292
2000-03,IN,TST-2333A(TST),Instrument(TST),A,SUN SHADE SHALL BE INSTALL.,PL-24302
2000-03,IN,TST-2333C(NA),CABLE,A,EARTH JUMPER GLAND SHALL BE INSTALLED.,PL-25748
2000-03,IN,TST-2333C(NA),CABLE,B,CABLE ARRANGEMENT IN JB SHALL BE DONE.,PL-25706
2000-03,IN,TST-2333C(NA),CABLE,A,CORE NUMBER SHALL BE INSTALLED.,PL-25727
2000-03,IN,TST-2333C(NA),CABLE,A,CORE NUMBER IS NOT HEATED AND FIXED PROPERLY.,PL-25685
2000-03,IN,TST-2333C(NA),CABLE,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25576
2000-03,IN,TST-2333C(NA),CABLE,B,CABLE TAG SHALL BE DONE.,PL-25597
2000-03,IN,TST-2333C(NA),CABLE,A,EARTH CABLE(ARMORE) SHALL BE INSTALLED.,PL-25618
2000-03,IN,TST-2333C(TST),Instrument(TST),A,SUN SHADE SHALL BE INSTALL.,PL-24303
2000-03,IN,TST-2333C(TST),Instrument(TST),C,PRESERVATION SHALL BE DONE.,PL-24293
2000-03,IN,TST-2333C(TST),Instrument(TST),C,TOUCH UP SUPPORT SHALL BE DONE.,PL-24283
2000-04,IN,TST-2335A(NA),CABLE,A,EARTH CABLE(ARMORE) SHALL BE INSTALLED.,PL-25619
2000-04,IN,TST-2335A(NA),CABLE,B,CABLE TAG SHALL BE DONE.,PL-25598
